686 0.01 0.01 10.0 25.0
449800.0 -37.500000 0.000000 0.000000 0.000000 38.721226 0.000000
449800.0 37.500000 0.000000 0.000000 0.000000 -38.721226 0.000000
4.4979999999999996e-07 -35.000000 0.000000 4.330127 91.835451 -144.949675 -53.021222
4.4979999999999996e-07 40.000000 0.000000 -4.330127 91.835451 -222.392127 53.021222
4.4979999999999996e-07 -36.417468 2.165064 4.375000 132.553055 -120.342441 45.917725
4.4979999999999996e-07 38.582532 2.165064 -4.375000 132.553055 -197.784892 -45.917725
4.4979999999999996e-07 -38.125000 3.750000 3.247595 137.753176 -53.114225 132.553055
4.4979999999999996e-07 36.875000 3.750000 -3.247595 137.753176 -130.556677 -132.553055
4.4979999999999996e-07 -39.665064 4.330127 1.250000 106.042444 38.721226 183.670901
4.4979999999999996e-07 35.334936 4.330127 -1.250000 106.042444 -38.721226 -183.670901
4.4979999999999996e-07 -40.625000 3.750000 -1.082532 45.917725 130.556677 185.574278
4.4979999999999996e-07 34.375000 3.750000 1.082532 45.917725 53.114225 -185.574278
4.4979999999999996e-07 -40.747595 2.165064 -3.125000 -26.510611 197.784892 137.753176
4.4979999999999996e-07 34.252405 2.165064 3.125000 -26.510611 120.342441 -137.753176
4.4979999999999996e-07 -40.000000 0.000000 -4.330127 -91.835451 222.392127 53.021222
4.4979999999999996e-07 35.000000 0.000000 4.330127 -91.835451 144.949675 -53.021222
4.4979999999999996e-07 -38.582532 -2.165064 -4.375000 -132.553055 197.784892 -45.917725
4.4979999999999996e-07 36.417468 -2.165064 4.375000 -132.553055 120.342441 45.917725
4.4979999999999996e-07 -36.875000 -3.750000 -3.247595 -137.753176 130.556677 -132.553055
4.4979999999999996e-07 38.125000 -3.750000 3.247595 -137.753176 53.114225 132.553055
4.4979999999999996e-07 -35.334936 -4.330127 -1.250000 -106.042444 38.721226 -183.670901
4.4979999999999996e-07 39.665064 -4.330127 1.250000 -106.042444 -38.721226 183.670901
4.4979999999999996e-07 -34.375000 -3.750000 1.082532 -45.917725 -53.114225 -185.574278
4.4979999999999996e-07 40.625000 -3.750000 -1.082532 -45.917725 -130.556677 185.574278
4.4979999999999996e-07 -34.252405 -2.165064 3.125000 26.510611 -120.342441 -137.753176
4.4979999999999996e-07 40.747595 -2.165064 -3.125000 26.510611 -197.784892 137.753176
4.4979999999999996e-07 -34.375000 0.000000 5.412659 90.708593 -142.695959 -52.370630
4.4979999999999996e-07 40.625000 0.000000 -5.412659 90.708593 -220.138411 52.370630
4.4979999999999996e-07 -35.745934 2.201527 5.580236 125.468532 -127.011620 25.946065
4.4979999999999996e-07 39.254066 2.201527 -5.580236 125.468532 -204.454071 -25.946065
4.4979999999999996e-07 -37.420162 4.022389 4.782939 138.533822 -82.670565 99.776451
4.4979999999999996e-07 37.579838 4.022389 -4.782939 138.533822 -160.113017 -99.776451
4.4979999999999996e-07 -39.108194 5.147744 3.158629 127.645355 -17.339767 156.354581
4.4979999999999996e-07 35.891806 5.147744 -3.158629 127.645355 -94.782219 -156.354581
4.4979999999999996e-07 -40.518155 5.383008 0.988164 94.685847 57.684485 185.897584
4.4979999999999996e-07 34.481845 5.383008 -0.988164 94.685847 -19.757966 -185.897584
4.4979999999999996e-07 -41.406250 4.687500 -1.353165 45.354296 129.429819 183.297206
4.4979999999999996e-07 33.593750 4.687500 1.353165 45.354296 51.987367 -183.297206
4.4979999999999996e-07 -41.618919 3.181481 -3.460518 -11.819425 185.490812 149.003076
4.4979999999999996e-07 33.381081 3.181481 3.460518 -11.819425 108.048360 -149.003076
4.4979999999999996e-07 -41.119389 1.125355 -4.969517 -66.949460 216.174010 88.944960
4.4979999999999996e-07 33.880611 1.125355 4.969517 -66.949460 138.731559 -88.944960
4.4979999999999996e-07 -39.994034 -1.125355 -5.619241 -110.503325 216.174010 13.507453
4.4979999999999996e-07 35.005966 -1.125355 5.619241 -110.503325 138.731559 -13.507453
4.4979999999999996e-07 -38.437438 -3.181481 -5.297347 -134.950161 185.490812 -64.265616
4.4979999999999996e-07 36.562562 -3.181481 5.297347 -134.950161 108.048360 64.265616
4.4979999999999996e-07 -36.718750 -4.687500 -4.059494 -136.062889 129.429819 -130.926576
4.4979999999999996e-07 38.281250 -4.687500 4.059494 -136.062889 51.987367 130.926576
4.4979999999999996e-07 -35.135148 -5.383008 -2.119717 -113.649107 57.684485 -174.949141
4.4979999999999996e-07 39.864852 -5.383008 2.119717 -113.649107 -19.757966 174.949141
4.4979999999999996e-07 -33.960450 -5.147744 0.186578 -71.584362 -17.339767 -188.721411
4.4979999999999996e-07 41.039550 -5.147744 -0.186578 -71.584362 -94.782219 188.721411
4.4979999999999996e-07 -33.397772 -4.022389 2.460612 -17.142030 -82.670565 -169.862034
4.4979999999999996e-07 41.602228 -4.022389 -2.460612 -17.142030 -160.113017 169.862034
4.4979999999999996e-07 -33.544407 -2.201527 4.309184 40.264314 -127.011620 -121.631968
4.4979999999999996e-07 41.455593 -2.201527 -4.309184 40.264314 -204.454071 121.631968
4.4979999999999996e-07 -33.750000 0.000000 6.495191 88.232647 -137.744068 -50.941143
4.4979999999999996e-07 41.250000 0.000000 -6.495191 88.232647 -215.186520 50.941143
4.4979999999999996e-07 -35.086896 2.221486 6.744770 117.757361 -127.101909 12.485669
4.4979999999999996e-07 39.913104 2.221486 -6.744770 117.757361 -204.544361 -12.485669
4.4979999999999996e-07 -36.714847 4.175028 6.180831 133.078799 -96.459032 74.406525
4.4979999999999996e-07 38.285153 4.175028 -6.180831 133.078799 -173.901484 -74.406525
